"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","LocalityNotes","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","Phenophase"
"1138","170393.0","0055549MOR","Acer rubrum L.","Means, E","11508v09",16,4,2009,"Tree Evaluation Plot, 3: B-98/69-16","Yes",4,25,1,NA,13.33333333,83.33333333,3.333333333,106,5
"1139","170394.0","0055550MOR","Acer negundo L.","Carle, M","11511v09",22,4,2009,"Eastern U.S. Wetlands: GG-69/89-58","Yes",56,20,0,"Hard to determine",73.68421053,26.31578947,0,112,2
"1140","170628.0","0055767MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Potenberg, K","11682v09",30,6,2009,"China, central section: AA-63/16-71","Yes",0,0,19,NA,0,0,100,181,9
"1141","171204.0","0056303MOR","Acer rubrum 'Bowhall'","DeVries, C","12095v10",7,4,2010,"Childrens Garden,Switchback: J-52/66-19","Yes",0,3,285,NA,0,1.041666667,98.95833333,97,9
"1142","171205.0","0056304MOR","Acer rubrum 'Bowhall'","Moran, E","12094v10",10,4,2010,"Childrens Garden, Central Plaza: J-51/80-67","Yes",0,1,118,NA,0,0.8403361345,99.15966387,100,9
"1143","171245.0","0056319MOR","Acer miyabei Maxim.","Sherman, L","12125v10",20,4,2010,"West DuPage River: D-23/75-83","Yes",31,104,0,NA,22.96296296,77.03703704,0,110,NA
"1144","171274.0","0056348MOR","Acer rubrum 'Bowhall'","DeVries, C","12096v10",10,4,2010,"Childrens Garden, Switchback: J-52/85-08","Yes",0,0,93,NA,0,0,100,100,9
"1145","171367.0","0056282MOR","Acer miyabei 'Morton'","Potenberg, K","12129v10",27,4,2010,"Japan: Y-61/54-09","Yes",2,50,0,NA,3.846153846,96.15384615,0,117,5
"1146","171397.0","0056391MOR","Acer carpinifolium Siebold & Zucc.","Ball, K","12139v10",27,4,2010,"Diversity: Q-58/18-49","Yes",0,26,0,NA,0,100,0,117,5
"1147","171406.0","0056396MOR","Acer miyabei 'Morton'","Potenberg, K","12131v10",27,4,2010,"Japan: Y-61/47-32","Yes",4,51,0,NA,7.272727273,92.72727273,0,117,5
"1148","171554.0","0056466MOR","Acer pensylvanicum L.","Demian, R","12500v10",17,8,2010,"Plants of Acid Soils, north section: U-59/85-95","Yes",0,0,46,NA,0,0,100,229,9
"1149","171745.0","0056665MOR","Acer negundo var. texanum Pax","Means, E","12722v10",28,10,2010,"Eastern U.S. Wetlands: EE-66/41-94","Yes",0,0,3,NA,0,0,100,301,9
"1150","171784.0","0056695MOR","Acer tataricum subsp. ginnala 'Compactum'","Packard, S","12146v10",27,4,2010,"Hedge Garden, lower terrace: I-45/71-17","Yes",64,11,0,NA,85.33333333,14.66666667,0,117,2
"1151","171808.0","0056710MOR","Acer miyabei 'Morton'","Potenberg, K","12578v10",21,9,2010,"Japan: Y-61/47-32","Yes",0,0,2,NA,0,0,100,264,9
"1152","171809.0","0056709MOR","Acer mono Maxim.","Potenberg, K","12580v10",21,9,2010,"China, south section: W-62/87-19","Yes",0,0,11,NA,0,0,100,264,9
"1153","171831.0","0056768MOR","Acer miyabei 'Morton'","Potenberg, K","12579v10",21,9,2010,"Japan: Y-61/54-09","Yes",0,0,3,NA,0,0,100,264,9
"1154","171890.0","0056937MOR","Acer rubrum L.","Potenberg, K","12811v11",3,5,2011,"Along Ridge Road: X-62/08-05","Yes",0,24,67,NA,0,26.37362637,73.62637363,123,8
"1155","171902.0","0056893MOR","Acer triflorum Kom.","Ball, K","12820v11",3,5,2011,"China: CC-65/27-44","Yes",0,17,17,NA,0,50,50,123,6
"1156","172704.0","0057729MOR","Acer mono Maxim.","Connolly, G","12852v11",10,5,2011,"Korea: R-63/35-46","Yes",0,76,9,NA,0,89.41176471,10.58823529,130,5
"1157","172757.0","0057810MOR","Acer pensylvanicum L.","Sherman, L","12861v11",10,5,2011,"Acid Soils: S-59/12-07","Yes",44,11,0,NA,80,20,0,130,2
"1158","172863.0","0057960MOR","Acer pensylvanicum L.","Vastalo, P","12886v11",16,5,2011,"Appalachia: AA-75/83-84","Yes",38,37,0,NA,50.66666667,49.33333333,0,136,3
"1159","172911.0","0058008MOR","Acer miyabei 'Morton'","Potenberg, K","13070v11",10,10,2011,"Visitor Center Parking: P45/56-03","Yes",0,0,1,NA,0,0,100,283,9
"1160","172934.0","0058051MOR","Acer pensylvanicum L.","Vastalo, P","12846v11",9,5,2011,"Appalachia: BB-73/50-57","Yes",0,48,0,NA,0,100,0,129,5
"1161","173520.0","0058862MOR","Acer japonicum 'Aconitifolium'","Hahn, M","13279v12",23,3,2012,"Administration Building, library, south side: J-42/64-01","Yes",32,23,0,NA,58.18181818,41.81818182,0,83,3
"1162","173566.0","0058854MOR","Acer × freemanii 'Jeffersred'","Potenberg, K","13293v12",28,3,2012,"Visitor Center Parking, southwest median: S-48/99-37","Yes",0,0,28,NA,0,0,100,88,9
"1163","173567.0","0058853MOR","Acer × freemanii 'Jeffersred'","Potenberg, K","13295v12",28,3,2012,"Visitor Center Parking, southwest median: S-49/79-36","Yes",0,0,23,NA,0,0,100,88,9
"1164","173568.0","0058852MOR","Acer × freemanii 'Jeffersred'","Potenberg, K","13294v12",28,3,2012,"Visitor Center Parking, southwest median: S-49/64-07","Yes",0,0,31,NA,0,0,100,88,9
"1165","173583.0","0058915MOR","Acer japonicum Thunb.","Potenberg, K","13328v12",10,4,2012,"China: X-60/94-84","Yes",0,17,10,NA,0,62.96296296,37.03703704,101,6
"1166","173599.0","0058911MOR","Acer mandshuricum Maxim.","Potenberg, K","13331v12",10,4,2012,"China: Y-65/10-58","Yes",0,16,14,NA,0,53.33333333,46.66666667,101,6
"1167","173600.0","0058910MOR","Acer davidii × davidii subsp. grosseri","Potenberg, K","13330v12",10,4,2012,"China: W-60/63-69","Yes",21,89,0,NA,19.09090909,80.90909091,0,101,5
"1168","173601.0","0058909MOR","Acer komarovii Pojark.","Potenberg, K","13329v12",10,4,2012,"China: X-61/67-63","Yes",0,9,0,NA,0,100,0,101,5
"1169","174350.0","0059271MOR","Acer campestre L.","Beck, J","13469v12",24,5,2012,"China: X-62/26-59","Yes",0,0,49,NA,0,0,100,145,9
"1170","174351.0","0059272MOR","Acer negundo var. interius (Britton) Sarg.","Glaysher, L","13470v12",24,5,2012,"Ridge Road: W-63/53-74","Yes",0,0,26,NA,0,0,100,145,9
"1171","174353.0","0059273MOR","Acer barbatum Michx.","Glaysher, L","13472v12",24,5,2012,"Ridge Road: V-60/22-66","Yes",0,0,3,NA,0,0,100,145,9
"1172","174589.0","0060013MOR","Acer pensylvanicum L.","Courtney, C","13511v12",1,8,2012,"Appalachia: AA-75/83-84","Yes",0,0,9,NA,0,0,100,214,9
"1173","175206.0","0060728MOR","Acer campestre L.","Casey, A","13581v12",11,9,2012,"Visitor Center Parking: Q-45/47-65","Yes",0,0,20,NA,0,0,100,255,9
"1174","176811.0","0063974MOR","Acer crataegifolium Siebold & Zucc.","Sherman, L","13733v13",7,5,2013,"China: X-62/87-39","Yes",44,88,0,NA,33.33333333,66.66666667,0,127,NA
"1175","176812.0","0063973MOR","Acer barbatum Michx.","Bannon, L","13732v13",7,5,2013,"Ridge Road: W-63/80-09","Yes",0,214,38,NA,0,84.92063492,15.07936508,127,5
"1176","176813.0","0063972MOR","Acer mono Maxim.","Sherman, L","13731v13",7,5,2013,"China: AA-68/96-74","Yes",0,51,0,NA,0,100,0,127,5
"1177","176818.0","0063960MOR","Acer rubrum 'Bowhall'","Hahn, M","13679v13",16,4,2013,"Childrens Garden: J-52/66-19","Yes",8,150,0,NA,5.063291139,94.93670886,0,106,5
"1178","176820.0","0063962MOR","Acer × freemanii 'DTR 102'","Hahn, M","13682v13",16,4,2013,"Administration Building: K-40/61-61","Yes",7,21,0,NA,25,75,0,106,NA
"1179","176829.0","0063930MOR","Acer saccharinum 'Skinneri'","Moran, E","13677v13",3,4,2013,"Childrens Garden: J-50/40-90","Yes",20,101,0,NA,16.52892562,83.47107438,0,93,5
"1180","176830.0","0063931MOR","Acer rubrum 'Bowhall'","Hahn, M","13680v13",16,4,2013,"Childrens Garden: J-51/80-67","Yes",14,149,0,NA,8.588957055,91.41104294,0,106,5
"1181","176902.0","0063807MOR","Acer crataegifolium Siebold & Zucc.","Hahn, M","13730v13",7,5,2013,"China: X-62/62-36","Yes",48,95,0,NA,33.56643357,66.43356643,0,127,NA
"1182","176903.0","0063806MOR","Acer barbinerve Maxim. ex Miq.","Hahn, M","13729v13",7,5,2013,"China: X-61/64-79","Yes",3,192,0,NA,1.538461538,98.46153846,0,127,5
"1183","176904.0","0063804MOR","Acer barbinerve Maxim. ex Miq.","Hahn, M","13725v13",7,5,2013,"China: W-61/40-87","Yes",0,104,0,NA,0,100,0,127,5
"1184","176908.0","0063800MOR","Acer mono Maxim.","Hahn, M","13721v13",7,5,2013,"China: W-62/87-19","Yes",5,93,0,NA,5.102040816,94.89795918,0,127,5
"1185","176911.0","0063813MOR","Acer campestre L.","DeVries, C","13740v13",8,5,2013,"Tollway Berm: AY-76/25-97","Yes",28,97,0,NA,22.4,77.6,0,128,NA
"1186","176912.0","0063812MOR","Acer saccharum Marshall","Carle, M","13739v13",8,5,2013,"Tollway Berm: AY-76/64-55","Yes",0,139,14,NA,0,90.8496732,9.150326797,128,5
"1187","176916.0","0063808MOR","Acer saccharum 'Green Mountain'","Moran, E","13734v13",8,5,2013,"Tollway Berm: AZ-70/08-78","Yes",0,154,14,NA,0,91.66666667,8.333333333,128,5
"1189","177010.0","0064034MOR","Acer mono Maxim.","Sachdev, S","13865v13",3,7,2013,"Acer: U-99/88-36","Yes",0,0,35,NA,0,0,100,184,9
"1190","177291.0","0064251MOR","Acer saccharum 'Coleman'","Carle, M","13864v13",3,7,2013,"Acer: V-99/69-86","Yes",0,0,10,NA,0,0,100,184,9
"1191","177292.0","0064250MOR","Acer cappadocicum 'Aureum'","Sachdev, S","13863v13",3,7,2013,"Acer: V-99/85-40","Yes",0,0,12,NA,0,0,100,184,9
"1192","177305.0","0064252MOR","Acer barbatum Michx.","Beck, J","13881v13",11,7,2013,"Ridge Road: X-61/44-34","Yes",0,0,7,NA,0,0,100,192,9
"1193","177315.0","0064239MOR","Acer saccharum Marshall","Beck, J","13879v13",11,7,2013,"Ridge Road: W-63/72-92","Yes",0,0,4,NA,0,0,100,192,9
"1194","177321.0","0064234MOR","Acer pseudosieboldianum (Pax) Kom.","Sachdev, S","13866v13",3,7,2013,"Acer: T-99/50-48","Yes",0,0,7,NA,0,0,100,184,9
"1195","177325.0","0064238MOR","Acer miyabei 'Morton'","DeVries, C","13878v13",10,7,2013,"Acer: P-99/49-75","Yes",0,0,6,NA,0,0,100,191,9
"1196","177330.0","0064273MOR","Acer pseudosieboldianum (Pax) Kom.","Sachdev, S","13862v13",3,7,2013,"Acer: V-99/55-15","Yes",0,0,13,NA,0,0,100,184,9
"1197","177338.0","0064279MOR","Acer monspessulanum L.","Glaysher, L","13933v13",8,8,2013,"Central & Western Asia: DD-69/49-50","Yes",0,0,14,NA,0,0,100,220,9
"1198","177392.0","0064286MOR","Acer turkestanicum Pax","Potenberg, K","13975v13",3,9,2013,"Acer: T-100/94-08","Yes",0,0,20,NA,0,0,100,246,9
"1199","177393.0","0064285MOR","Acer rufinerve Siebold & Zucc.","Potenberg, K","13974v13",3,9,2013,"Acer: U-99/30-92","Yes",0,0,38,NA,0,0,100,246,9
"1200","177394.0","0064284MOR","Acer","Potenberg, K","13972v13",3,9,2013,"Acer: V-101/93-78","Yes",0,0,26,NA,0,0,100,246,9
"1201","177462.0","0065627MOR","Acer heldreichii Orph. ex Boiss.","Potenberg, K","13873v13",9,7,2013,"Frost Hill: D-63/95-45","Yes",0,0,16,NA,0,0,100,190,9
"1202","177463.0","0065628MOR","Acer pseudosieboldianum (Pax) Kom.","Moran, E","13876v13",10,7,2013,"Acer: T-99/88-15","Yes",0,0,8,NA,0,0,100,191,9
"1203","177473.0","0065629MOR","Acer palmatum Thunb.","Sachdev, S","13877v13",10,7,2013,"Acer: T-99/27-05","Yes",0,0,8,NA,0,0,100,191,9
"1204","177518.0","0065960MOR","Acer saccharum Marshall","Potenberg, K","13870v13",9,7,2013,"Tollway Berm: AY-76/64-55","Yes",0,0,26,NA,0,0,100,190,9
"1205","177519.0","0065959MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Potenberg, K","13869v13",9,7,2013,"Tollway Berm: AY-73/07-93","Yes",0,0,35,NA,0,0,100,190,9
"1207","177521.0","0061776MOR","Acer griseum (Franch.) Pax","Lueders, K","KL3",4,11,2013,"Staff Parking: K-42/95-92","Yes",0,0,14,NA,0,0,100,308,9
"1208","177522.0","0061777MOR","Acer griseum (Franch.) Pax","Lueders, K","KL5",5,11,2013,"Acer: R-102/32-08","Yes",0,0,7,NA,0,0,100,309,9
"1210","177525.0","0065961MOR","Acer campestre L.","Potenberg, K","13871v13",9,7,2013,"Tollway Berm: AY-76/25-97","Yes",0,0,25,NA,0,0,100,190,9
"1211","177680.0","0065602MOR","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","Hahn, M","13945v13",13,8,2013,"Midwest: L-62/51-06","Yes",0,0,16,NA,0,0,100,225,9
"1213","177724.0","0061779MOR","Acer griseum (Franch.) Pax","Lueders, K","KL4",5,11,2013,"Acer: O-102/96-03","Yes",0,0,5,NA,0,0,100,309,9
"1215","177834.0","0065921MOR","Acer saccharum Marshall","Bannon, L","13702v13",30,4,2013,"Thornhill Parking: PP-28/02-71","Yes",53,230,0,NA,18.72791519,81.27208481,0,120,5
"1216","177835.0","0065926MOR","Acer mono Maxim.","Potenberg, K","13973v13",3,9,2013,"Acer: W-100/80-59","Yes",0,0,28,NA,0,0,100,246,9
"1217","177843.0","0065925MOR","Acer pseudosieboldianum (Pax) Kom.","Potenberg, K","13967v13",27,8,2013,"Childrens Garden: K-52/54-28","Yes",0,0,5,NA,0,0,100,239,9
"1218","177858.0","0065597MOR","Acer saccharum 'Green Mountain'","Potenberg, K","13872v13",9,7,2013,"Tollway Berm: AZ-70/08-78","Yes",0,0,21,NA,0,0,100,190,9
"1219","177922.0","0065976MOR","Acer grandidentatum Nutt.","Potenberg, K","13971v13",3,9,2013,"Acer: U-102/61-10","Yes",0,0,11,NA,0,0,100,246,9
"1220","178043.0","0065986MOR","Acer saccharum Marshall","Potenberg, K","13976v13",3,9,2013,"Acer: Y-102/81-76","Yes",0,0,83,NA,0,0,100,246,9
"1221","178822.0","0068159MOR","Acer rubrum 'Bowhall'","Madden, ME","14137v14",19,5,2014,"Childrens Garden: J-51/80-67","Yes",0,0,8,NA,0,0,100,139,9
"1222","178823.0","0068161MOR","Acer carpinifolium Siebold & Zucc.","Potenberg, K","14139v14",20,5,2014,"Frost Hill: E-63/85-40","Yes",0,0,13,NA,0,0,100,140,9
"1223","178824.0","0068164MOR","Acer rubrum L.","Potenberg, K","14142v14",20,5,2014,"Midwest: K-63/65-66","Yes",0,0,15,NA,0,0,100,140,9
"1224","178825.0","0068172MOR","Acer mandshuricum Maxim.","Beck, J","14152v14",20,5,2014,"Acer: R-99/30-80","Yes",0,3,16,NA,0,15.78947368,84.21052632,140,8
"1225","178826.0","0068160MOR","Acer tataricum subsp. ginnala 'Compactum'","Madden, ME","14138v14",19,5,2014,"Hedge Garden: I-45/71-17","Yes",21,11,0,NA,65.625,34.375,0,139,2
"1226","178827.0","0068162MOR","Acer × freemanii 'Armstrong'","Potenberg, K","14140v14",20,5,2014,"Frost Hill: G-66/46-34","Yes",0,0,19,NA,0,0,100,140,9
"1227","178828.0","0068163MOR","Acer saccharinum 'Pyramidale'","Potenberg, K","14141v14",20,5,2014,"Frost Hill: G-65/11-06","Yes",0,0,4,NA,0,0,100,140,9
"1228","178829.0","0068165MOR","Acer saccharinum L.","Potenberg, K","14143v14",20,5,2014,"Midwest: O-67/85-94","Yes",0,0,10,NA,0,0,100,140,9
"1229","178830.0","0068173MOR","Acer mono Maxim.","Glaysher, L","14153v14",20,5,2014,"Acer: Q-99/90-62","Yes",0,0,4,NA,0,0,100,140,9
"1230","178831.0","0068166MOR","Acer × freemanii A.E.Murray","DeVries, C","14144v14",21,5,2014,"Acer: N-97/90-55","Yes",0,0,20,NA,0,0,100,141,9
"1231","178832.0","0068167MOR","Acer × freemanii A.E.Murray","Carle, M","14145v14",21,5,2014,"Acer: O-97/70-50","Yes",0,0,15,NA,0,0,100,141,9
"1232","178833.0","0068168MOR","Acer saccharinum 'Beebe Cutleaf Weeping'","Sachdev, S","14146v14",21,5,2014,"Acer: P-99/18-71","Yes",0,0,6,NA,0,0,100,141,9
"1233","178847.0","0068158MOR","Acer saccharinum 'Skinneri'","Madden, ME","14136v14",19,5,2014,"Childrens Garden: J-50/40-90","Yes",0,0,5,NA,0,0,100,139,9
"1234","178848.0","0068170MOR","Acer × freemanii A.E.Murray","Carle, M","14148v14",21,5,2014,"Acer: R-99/81-20","Yes",0,0,11,NA,0,0,100,141,9
"1235","178849.0","0068171MOR","Acer saccharinum L.","Sachdev, S","14149v14",21,5,2014,"Acer: R-98/08-54","Yes",0,0,4,NA,0,0,100,141,9
"1236","178850.0","0068169MOR","Acer saccharinum L.","DeVries, C","14147v14",21,5,2014,"Acer: R-98/08-54","Yes",0,0,4,NA,0,0,100,141,9
"1237","179066.0","0068201MOR","Acer komarovii Pojark.","Potenberg, K","14161v14",3,6,2014,"China: X-61/32-57","Yes",0,0,12,NA,0,0,100,154,9
"1238","180453.0","0074731MOR","Acer × freemanii 'Jeffersred'","Potenberg, K","14390v15",14,4,2015,"Childrens Garden: K-49/23-36","Yes",0,1,18,NA,0,5.263157895,94.73684211,104,9
"1239","180455.0","0074733MOR","Acer rubrum 'Autumn Flame'","Moran, E","14393v15",15,4,2015,"Lake Marmo: V-11/29-11","Yes",0,343,0,NA,0,100,0,105,5
"1240","180456.0","0074734MOR","Acer rubrum L.","DeVries, C","14394v15",15,4,2015,"Acer: R-99/44-45","Yes",90,38,0,NA,70.3125,29.6875,0,105,2
"1241","180457.0","0074735MOR","Acer rubrum L.","Carle, M","14395v15",15,4,2015,"Acer: S-103/65-45","Yes",0,58,86,NA,0,40.27777778,59.72222222,105,7
"1242","180459.0","0074737MOR","Acer rubrum 'Autumn Flame'","Potenberg, K","14392v15",14,4,2015,"Meadow Lake: N-50/71-79","Yes",4,170,0,NA,2.298850575,97.70114943,0,104,5
"1243","181621.0","0082887MOR","Acer griseum (Franch.) Pax","Potenberg, K","14577v15",1,9,2015,"Meadow Lake: N-51/50-40","Yes",0,0,10,NA,0,0,100,244,9
"1244","181660.0","0083876MOR","Acer platanoides L.","Nowicki, B","14654v15",19,10,2015,"Display: B-48/96-53","Yes",0,0,8,NA,0,0,100,292,9
"1245","182477.0","0088435MOR","Acer japonicum Thunb.","Dorrell, J","15165v16",25,10,2016,"China: X-60/94-84","Yes",0,0,6,NA,0,0,100,299,9
"1246","182692.0","0090127MOR","Acer triflorum Kom.","Potenberg, K","15195v16",8,11,2016,"Ground Cover Garden: J-45/54-43","Yes",0,0,14,NA,0,0,100,313,9
"1247","182826.0","0090171MOR","Acer saccharum Marshall","Potenberg, K","15050v16",16,8,2016,"Visitor Center: L-45/47-01","Yes",0,0,7,NA,0,0,100,229,9
"1248","182827.0","0090170MOR","Acer saccharum 'Green Mountain'","Potenberg, K","15051v16",16,8,2016,"Forecourt: M-44/76-14","Yes",0,0,15,NA,0,0,100,229,9
"1249","183337.0","0092254MOR","Acer saccharum Marshall","Nowicki, B","15074v16",29,8,2016,"Visitor Center:L-45/47-01","Yes",0,0,10,NA,0,0,100,242,9
"1252","186548.0","0098025MOR","Acer miyabei 'Morton'","Potenberg, K","15486v17",25,7,2017,"Entrance Drive: U-48/53-78","Yes",0,0,3,NA,0,0,100,206,9
"1255","186948.0","0097774MOR","Acer campestre 'JFS Schichtel2'","Beck, J","16439v19",22,8,2019,"Arbordale: F-33/44-05","Yes",0,0,3,NA,0,0,100,234,9
"1263","187235.0","0098333MOR","Acer monspessulanum L.","Worcester, L","LW354",5,9,2018,"Central & Western Asia: DD-69/49-50","Yes",0,0,18,NA,0,0,100,248,9
"1265","187241.0","0098339MOR","Acer platanoides L.","Worcester, L","LW352",5,9,2018,"Display: D-43/94-12","Yes",0,0,16,NA,0,0,100,248,9
"1266","187242.0","0098340MOR","Acer negundo var. interius (Britton) Sarg.","Worcester, L","LW355",5,9,2018,"Ridge Road: W-63/53-74","Yes",0,0,17,NA,0,0,100,248,9
"1269","187247.0","0098328MOR","Acer sterculiaceum subsp. franchetii (Pax) A.E.Murray","Worcester, L","LW274",1,8,2018,"China: Z-68/52-86","Yes",0,0,13,NA,0,0,100,213,9
"1270","187248.0","0098329MOR","Acer truncatum Bunge","Worcester, L","LW276",1,8,2018,"China: BB-68/62-30","Yes",0,0,11,NA,0,0,100,213,9
"1277","187438.0","0098323MOR","Acer crataegifolium Siebold & Zucc.","Worcester, L","LW262",31,7,2018,"China: X-62/62-36","Yes",42,79,0,NA,34.7107438,65.2892562,0,212,NA
"1278","187439.0","0098324MOR","Acer campestre L.","Worcester, L","LW263",31,7,2018,"China: X-62/26-59","Yes",0,0,19,NA,0,0,100,212,9
"1279","187440.0","0098325MOR","Acer miyabei subsp. miaotaiense (P.C.Tsoong) A.E.Murray","Worcester, L","LW264",31,7,2018,"China: X-62/02-84","Yes",0,0,7,NA,0,0,100,212,9
"1281","187442.0","0098327MOR","Acer pseudoplatanus L.","Worcester, L","LW266",31,7,2018,"China: W-63/21-87","Yes",0,0,2,NA,0,0,100,212,9
"1283","187593.0","0098493MOR","Acer pseudosieboldianum (Pax) Kom.","Worcester, L","LW277",1,8,2018,"China: Z-63/23-03","Yes",0,0,2,NA,0,0,100,213,9
"1284","187594.0","0098492MOR","Acer campestre var. austriacum (Tratt.) DC.","Worcester, L","LW282",3,8,2018,"Oleaceae: P-39/24-20","Yes",0,0,2,NA,0,0,100,215,9
"1285","187595.0","0098491MOR","Acer micranthum Siebold & Zucc.","Worcester, L","LW287",4,8,2018,"Acer: T-100/34-58","Yes",0,0,3,NA,0,0,100,216,9
"1291","187601.0","0098428MOR","Acer rufinerve Siebold & Zucc.","Worcester, L","LW292",4,8,2018,"Acer: U-99/30-92","Yes",0,0,12,NA,0,0,100,216,9
"1298","187858.0","0099252MOR","Acer tegmentosum Maxim.","Worcester, L","LW270",31,7,2018,"China: Y-65/25-69","Yes",0,0,4,NA,0,0,100,212,9
"1299","187859.0","0099251MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Worcester, L","LW269",31,7,2018,"China: X-65/83-47","Yes",0,0,5,NA,0,0,100,212,9
"1305","187865.0","0099247MOR","Acer tschonoskii Maxim.","Worcester, L","LW256",19,7,2018,"Acer: Q-100/86-96","Yes",0,0,10,NA,0,0,100,200,9
"1307","187867.0","0099245MOR","Acer palmatum subsp. amoenum (Carrière) H.Hara","Worcester, L","LW254",19,7,2018,"Acer: P-100/95-84","Yes",0,0,2,NA,0,0,100,200,9
"1309","187871.0","0099217MOR","Acer pentapomicum J.L.Stewart","Worcester, L","LW321",16,8,2018,"Central & Western Asia: CC-70/30-42","Yes",0,0,8,NA,0,0,100,228,9
"1310","187872.0","0099262MOR","Acer carpinifolium Siebold & Zucc.","Worcester, L","LW318",14,8,2018,"Frost Hill: E-63/85-40","Yes",0,0,30,NA,0,0,100,226,9
"1314","187876.0","0099258MOR","Acer ginnala Maxim.","Worcester, L","LW314",14,8,2018,"China: AA-63/16-71","Yes",0,0,5,NA,0,0,100,226,9
"1322","187884.0","0099226MOR","Acer leucoderme Small","Worcester, L","LW338",28,8,2018,"Forest Road: J-94/78-36","Yes",0,0,24,NA,0,0,100,240,9
"1326","187888.0","0099222MOR","Acer tataricum L.","Worcester, L","LW331",17,8,2018,"Central & Western Asia: DD-70/04-82","Yes",0,0,2,NA,0,0,100,229,9
"1344","188352.0","0100194MOR","Acer saccharum 'Green Mountain'","Dorrell, J","16926v21",26,8,2021,"Acer: P-101/91-75","Yes",0,0,15,NA,0,0,100,238,9
"1348","188356.0","0099887MOR","Acer mandshuricum Maxim.","Potenberg, K","16907v21",19,8,2021,"Acer: R-101/09-45","Yes",0,0,7,NA,0,0,100,231,9
